date,experiment,strategy,nav,gross_nav_same_path,daily_return,gross_daily_return_same_path,transaction_cost,cumulative_transaction_cost
2020-03-16,weekly,multi_equal_3,967743.7536097721,978830.4587237792,-0.013565014036382994,-0.012224413074129137,1194.269681795193,11086.705114007123
2020-03-17,weekly,multi_equal_3,972206.7839205118,983293.489034519,0.004611789323456961,0.004559553976853925,0.0,11086.705114007123
2020-03-18,weekly,multi_equal_3,972608.6740923502,983695.3792063573,0.00041337931239038284,0.00040871843078393866,0.0,11086.705114007123
2020-03-19,weekly,multi_equal_3,981515.7753197214,992602.4804337285,0.009157949609778449,0.0090547352520427,0.0,11086.705114007123
2020-03-20,weekly,multi_equal_3,987635.3592384614,998722.0643524685,0.006234829915745976,0.0061651910400888355,0.0,11086.705114007123
2020-03-23,weekly,multi_equal_3,945742.7871840021,958082.8445029729,-0.042417043560248224,-0.04069122061085573,1253.3522049637288,12340.057318970852
2020-03-24,weekly,multi_equal_3,960007.1756445183,972347.2329634891,0.015082735659014856,0.01488847080642186,0.0,12340.057318970852
2020-03-25,weekly,multi_equal_3,985249.715038905,997589.772357876,0.026294115330377288,0.02596041675097216,0.0,12340.057318970852
2020-03-26,weekly,multi_equal_3,983650.775826531,995990.8331455018,-0.0016228771122364094,-0.0016028023308568562,0.0,12340.057318970852
2020-03-27,weekly,multi_equal_3,994144.4109600934,1006484.4682790642,0.010668049465772045,0.01053587521525845,0.0,12340.057318970852
2020-03-30,weekly,multi_equal_3,979530.4382382206,993213.3049223818,-0.014700050174560997,-0.01318566135389454,1342.8093651903155,13682.866684161167
2020-03-31,weekly,multi_equal_3,984854.0152873041,998536.8819714652,0.005434825546267286,0.005359953418565544,0.0,13682.866684161167
2020-04-01,weekly,multi_equal_3,978798.9832837463,992481.8499679074,-0.006148151816989245,-0.006063904211132343,0.0,13682.866684161167
2020-04-02,weekly,multi_equal_3,989681.8531061406,1003364.7197903018,0.011118595348233562,0.01096530865803369,0.0,13682.866684161167
2020-04-03,weekly,multi_equal_3,986535.3715407704,1000218.2382249315,-0.0031792859043489052,-0.003135930039505297,0.0,13682.866684161167
2020-04-07,weekly,multi_equal_3,1006848.3569193562,1021979.929294864,0.020590225109578197,0.021756942873339735,1448.7056913465863,15131.572375507754
2020-04-08,weekly,multi_equal_3,1017203.6487266141,1032335.2211021219,0.010284857432694139,0.010132578449366214,0.0,15131.572375507754
2020-04-09,weekly,multi_equal_3,1042814.9348375016,1057946.5072130093,0.025178130399894805,0.024809079054325833,0.0,15131.572375507754
2020-04-10,weekly,multi_equal_3,1012719.2671297517,1027850.8395052595,-0.028860027510480113,-0.028447248989017404,0.0,15131.572375507754
2020-04-13,weekly,multi_equal_3,1000924.9205262454,1017342.4026005765,-0.011646215280305516,-0.010223698323524322,1285.9096988233819,16417.482074331136
2020-04-14,weekly,multi_equal_3,1008970.6711395918,1025388.153213923,0.008038315810057206,0.007908596548005464,0.0,16417.482074331136
2020-04-15,weekly,multi_equal_3,1005496.5713189683,1021914.0533932995,-0.003443211899013532,-0.003388082658976055,0.0,16417.482074331136
2020-04-16,weekly,multi_equal_3,1016166.4783533171,1032583.9604276483,0.010611579729558285,0.010441100206929343,0.0,16417.482074331136
2020-04-17,weekly,multi_equal_3,1019209.8406043106,1035627.3226786418,0.0029949445448400613,0.002947326675240225,0.0,16417.482074331136
2020-04-20,weekly,multi_equal_3,1030342.4290545601,1048124.3395073394,0.010922763896832777,0.012067098419510813,1364.428378448075,17781.91045277921
2020-04-21,weekly,multi_equal_3,1020786.5927037483,1038568.5031565275,-0.009274427686706388,-0.009117082764534934,0.0,17781.91045277921
2020-04-22,weekly,multi_equal_3,1025572.7218117006,1043354.6322644799,0.004688667682512637,0.004608390388699313,0.0,17781.91045277921
2020-04-23,weekly,multi_equal_3,1020657.5457989797,1038439.456251759,-0.00479261578256307,-0.00471093515160137,0.0,17781.91045277921
2020-04-24,weekly,multi_equal_3,1011186.2054461471,1028968.1158989264,-0.009279645647863544,-0.009120743916086638,0.0,17781.91045277921
2020-04-27,weekly,multi_equal_3,992725.443738928,1011800.799048672,-0.01825654029672419,-0.016684012444114216,1293.4448569648214,19075.35530974403
2020-04-28,weekly,multi_equal_3,967870.4798332454,986945.8351429894,-0.02503709768137974,-0.024565076375757,0.0,19075.35530974403
2020-04-29,weekly,multi_equal_3,973754.7579920172,992830.1133017612,0.006079613214141633,0.005962108506105901,0.0,19075.35530974403
2020-04-30,weekly,multi_equal_3,986514.6921038306,1005590.0474135746,0.013103847767712784,0.012852082084193528,0.0,19075.35530974403
2020-05-06,weekly,multi_equal_3,1003005.875386205,1023201.7775854954,0.01671661194138485,0.01751382704832749,1120.5468895463487,20195.90219929038
2020-05-07,weekly,multi_equal_3,1003735.8657718642,1023931.7679711545,0.0007278027014328003,0.0007134373704684727,0.0,20195.90219929038
2020-05-08,weekly,multi_equal_3,1015492.3718095626,1035688.2740088529,0.011712748780435156,0.011481727987591395,0.0,20195.90219929038
2020-05-11,weekly,multi_equal_3,1008615.0073665834,1030120.9613359749,-0.0067724432343336805,-0.005375471377433438,1310.0517701010547,21505.953969391434
2020-05-12,weekly,multi_equal_3,1007659.196144787,1029165.1501141784,-0.00094764723389551,-0.000927863093434067,0.0,21505.953969391434
2020-05-13,weekly,multi_equal_3,1010241.0790279981,1031747.0329973896,0.002562258046261201,0.002508715810018103,0.0,21505.953969391434
2020-05-14,weekly,multi_equal_3,1008637.611109417,1030143.5650788085,-0.001587213143345867,-0.001554128935968735,0.0,21505.953969391434
2020-05-15,weekly,multi_equal_3,1010161.2241027483,1031667.1780721397,0.0015105653175628841,0.0014790297634046379,0.0,21505.953969391434
2020-05-18,weekly,multi_equal_3,1001453.9059238652,1024329.1795036687,-0.008619731158872379,-0.0071127576067540055,1369.3196104120382,22875.273579803474
2020-05-19,weekly,multi_equal_3,1009093.2374801623,1031968.5110599658,0.007628240811792253,0.007457887277992681,0.0,22875.273579803474
2020-05-20,weekly,multi_equal_3,1005760.7411426709,1028636.0147224744,-0.003302466227811718,-0.003229261650695703,0.0,22875.273579803474
2020-05-21,weekly,multi_equal_3,1001307.6125928358,1024182.8861726393,-0.004427622164666856,-0.004329158697633728,0.0,22875.273579803474
2020-05-22,weekly,multi_equal_3,994579.41877211,1017454.6923519135,-0.006719407438942171,-0.006569328497441518,0.0,22875.273579803474
2020-05-25,weekly,multi_equal_3,999356.1816275201,1023515.874559428,0.004802796805615905,0.005957201095120546,1284.419352104377,24159.69293190785
2020-05-26,weekly,multi_equal_3,1016976.8224120234,1041136.5153439313,0.017631992585273037,0.017215796278771123,0.0,24159.69293190785
2020-05-27,weekly,multi_equal_3,1026049.0487910032,1050208.7417229111,0.008920779883127228,0.008713772156942357,0.0,24159.69293190785
2020-05-28,weekly,multi_equal_3,1023362.5793881278,1047522.2723200356,-0.002618266062466401,-0.002558033747146582,0.0,24159.69293190785
2020-05-29,weekly,multi_equal_3,1038118.2742827586,1062277.9672146665,0.014418833746542958,0.014086282730724431,0.0,24159.69293190785
2020-06-01,weekly,multi_equal_3,1056523.1296812021,1082268.3887681977,0.01772905443857975,0.018818446932441724,1585.5661550878813,25745.25908699573
2020-06-02,weekly,multi_equal_3,1067242.4409073552,1092987.6999943508,0.01014583677821368,0.009904485188145795,0.0,25745.25908699573
2020-06-03,weekly,multi_equal_3,1064798.8066544575,1090544.065741453,-0.002289671174264929,-0.0022357381084071593,0.0,25745.25908699573
2020-06-04,weekly,multi_equal_3,1066561.4701379153,1092306.729224911,0.001655395810403082,0.0016163156894164477,0.0,25745.25908699573
2020-06-05,weekly,multi_equal_3,1069319.5349796491,1095064.7940666447,0.0025859408191233335,0.00252499116588889,0.0,25745.25908699573
2020-06-08,weekly,multi_equal_3,1068248.0650225945,1095537.1278826792,-0.0010020110191618636,0.00043132956021763036,1543.8037730890082,27289.06286008474
2020-06-09,weekly,multi_equal_3,1068524.2182506516,1095813.2811107363,0.0002585103938861355,0.0002520710809599258,0.0,27289.06286008474
2020-06-10,weekly,multi_equal_3,1062046.496667567,1089335.5595276516,-0.0060623067521012874,-0.005911336990293448,0.0,27289.06286008474
2020-06-11,weekly,multi_equal_3,1057117.7745291558,1084406.8373892405,-0.004640778114589295,-0.004524521480367638,0.0,27289.06286008474
2020-06-12,weekly,multi_equal_3,1053542.276238777,1080831.3390988617,-0.003382308363863551,-0.003297192683686001,0.0,27289.06286008474
2020-06-15,weekly,multi_equal_3,1049313.1535467221,1078038.9632382437,-0.00401419362795119,-0.0025835444991316736,1436.7468314367368,28725.809691521477
2020-06-16,weekly,multi_equal_3,1060868.350076073,1089594.1597675947,0.011012152559313648,0.010718718825005302,0.0,28725.809691521477
2020-06-17,weekly,multi_equal_3,1060318.4935337696,1089044.3032252912,-0.0005183079901139864,-0.0005046434375353126,0.0,28725.809691521477
2020-06-18,weekly,multi_equal_3,1072159.4307142652,1100885.2404057868,0.011167340051792207,0.010872778219791268,0.0,28725.809691521477
2020-06-19,weekly,multi_equal_3,1081985.1043228367,1110710.9140143583,0.009164377355731279,0.00892524783505122,0.0,28725.809691521477
2020-06-22,weekly,multi_equal_3,1080079.3768000917,1110026.2094777594,-0.0017613251006239894,-0.0006164561164923033,1221.0229861463586,29946.832677667837
2020-06-23,weekly,multi_equal_3,1081588.0937390476,1111534.9264167154,0.001396857463777934,0.001359172356538929,0.0,29946.832677667837
2020-06-24,weekly,multi_equal_3,1080462.2357998819,1110409.0684775496,-0.0010409304112009021,-0.0010128857963962457,0.0,29946.832677667837
2020-06-29,weekly,multi_equal_3,1074674.3110696997,1105851.6494526144,-0.005356896833971558,-0.004104270357935591,1230.505705246791,31177.338382914626
2020-06-30,weekly,multi_equal_3,1092136.2709051257,1123313.6092880403,0.016248606350369288,0.01579050846835517,0.0,31177.338382914626
2020-07-01,weekly,multi_equal_3,1093596.4445024463,1124773.782885361,0.0013369884658354092,0.0012998806257196183,0.0,31177.338382914626
2020-07-02,weekly,multi_equal_3,1111384.9620956976,1142562.3004786123,0.016266071166082252,0.015815195787742153,0.0,31177.338382914626
2020-07-03,weekly,multi_equal_3,1123019.1306913726,1154196.4690742872,0.010468171688895911,0.010182524480985888,0.0,31177.338382914626
2020-07-06,weekly,multi_equal_3,1155865.3089837998,1188399.3582541621,0.029248102187009017,0.02963350702961942,1356.7108874477055,32534.04927036233
2020-07-07,weekly,multi_equal_3,1162469.8862708695,1195003.935541232,0.00571396791281531,0.0055575402672485286,0.0,32534.04927036233
2020-07-08,weekly,multi_equal_3,1180949.175355649,1213483.2246260114,0.015896574442938904,0.015463789310794285,0.0,32534.04927036233
2020-07-09,weekly,multi_equal_3,1199467.375547407,1232001.4248177693,0.015680776597503554,0.015260367688614052,0.0,32534.04927036233
2020-07-10,weekly,multi_equal_3,1190501.6838178483,1223035.7330882107,-0.007474727460150321,-0.00727733876678327,0.0,32534.04927036233
2020-07-13,weekly,multi_equal_3,1214961.8163820386,1249022.3490859335,0.020546071371985386,0.021247634304278007,1526.4834335326059,34060.53270389494
2020-07-14,weekly,multi_equal_3,1231310.9399064605,1265371.4726103554,0.013456491639471269,0.013089536417332015,0.0,34060.53270389494
2020-07-15,weekly,multi_equal_3,1220515.3762425492,1254575.908946444,-0.008767536545018828,-0.008531537100043063,0.0,34060.53270389494
2020-07-16,weekly,multi_equal_3,1163769.6866846525,1197830.2193885474,-0.04649321971886389,-0.04523097339367055,0.0,34060.53270389494
2020-07-17,weekly,multi_equal_3,1177899.9381345916,1211960.4708384864,0.012141793699914416,0.011796539460452227,0.0,34060.53270389494
2020-07-20,weekly,multi_equal_3,1216646.4205920694,1252335.7356431494,0.03289454494652544,0.03331401128679512,1628.7823471851364,35689.31505108008
2020-07-21,weekly,multi_equal_3,1227657.7774401484,1263347.0924912286,0.009050580893272597,0.0087926556231539,0.0,35689.31505108008
2020-07-22,weekly,multi_equal_3,1226695.8302893387,1262385.145340419,-0.0007835629509189701,-0.0007614274466035686,0.0,35689.31505108008
2020-07-23,weekly,multi_equal_3,1225482.2588434967,1261171.5738945766,-0.0009893010279131698,-0.000961332165798745,0.0,35689.31505108008
2020-07-24,weekly,multi_equal_3,1190003.8664517396,1225693.1815028195,-0.028950555698161295,-0.028131297220882923,0.0,35689.31505108008
2020-07-27,weekly,multi_equal_3,1185314.2114518725,1222818.9135871266,-0.00394087375014196,-0.00234501420018407,1815.3870841740911,37504.70213525416
2020-07-28,weekly,multi_equal_3,1205583.53039421,1243088.2325294642,0.01710037620953675,0.016575895839620047,0.0,37504.70213525416
2020-07-29,weekly,multi_equal_3,1221605.4634973796,1259110.1656326337,0.013289774370035312,0.01288881407120046,0.0,37504.70213525416
2020-07-30,weekly,multi_equal_3,1217921.5211839343,1255426.2233191885,-0.003015656382952314,-0.0029258300139244353,0.0,37504.70213525416
2020-07-31,weekly,multi_equal_3,1229454.7954161528,1266959.497551407,0.009469636615836441,0.00918673994376662,0.0,37504.70213525416
2020-08-03,weekly,multi_equal_3,1250918.3560618686,1290108.6147320012,0.017457787570343886,0.01827139480412243,1685.5565348785174,39190.25867013268
2020-08-04,weekly,multi_equal_3,1246702.5945810352,1285892.8532511678,-0.0033701331988647,-0.003267757018822093,0.0,39190.25867013268
2020-08-05,weekly,multi_equal_3,1252287.7296075362,1291477.9882776688,0.004479925726293965,0.0043433906739429595,0.0,39190.25867013268
2020-08-06,weekly,multi_equal_3,1248739.1672063826,1287929.4258765152,-0.002833663795672403,-0.0027476754798476666,0.0,39190.25867013268
2020-08-07,weekly,multi_equal_3,1235185.492898665,1274375.7515687975,-0.010853887395907758,-0.010523615685303245,0.0,39190.25867013268
2020-08-10,weekly,multi_equal_3,1255882.616952573,1296559.8644102616,0.01675628816311403,0.01740782717668221,1486.988787555978,40677.24745768866
2020-08-11,weekly,multi_equal_3,1242826.4796984144,1283503.7271561031,-0.010395985323723544,-0.010069829872527358,0.0,40677.24745768866
2020-08-12,weekly,multi_equal_3,1252388.9768803727,1293066.2243380614,0.007694153076203136,0.007450307295286285,0.0,40677.24745768866
2020-08-13,weekly,multi_equal_3,1265039.3559264145,1305716.6033841032,0.010100998395524918,0.009783241421001287,0.0,40677.24745768866
2020-08-14,weekly,multi_equal_3,1272941.0532091619,1313618.3006668505,0.00624620668576803,0.006051617374143836,0.0,40677.24745768866
2020-08-17,weekly,multi_equal_3,1290211.7958587827,1332633.6256596348,0.013567590271427177,0.014475532948293512,1744.5823431634835,42421.829800852145
2020-08-18,weekly,multi_equal_3,1297135.7286356227,1339557.5584364748,0.005366508660875624,0.005195676173496366,0.0,42421.829800852145
2020-08-19,weekly,multi_equal_3,1283723.4980252548,1326145.327826107,-0.01033988218370585,-0.010012433229089845,0.0,42421.829800852145
2020-08-20,weekly,multi_equal_3,1288445.0304814416,1330866.8602822938,0.0036779979983616595,0.003560343166858271,0.0,42421.829800852145
2020-08-21,weekly,multi_equal_3,1289968.5676218008,1332390.397422653,0.0011824618856963731,0.0011447705144871367,0.0,42421.829800852145
2020-08-24,weekly,multi_equal_3,1289174.2646777136,1333059.5980720443,-0.0006157537199155128,0.0005022556832336988,1463.5035934785533,43885.3333943307
2020-08-25,weekly,multi_equal_3,1289741.8526937237,1333627.1860880544,0.00044027253069001127,0.00042577842493396467,0.0,43885.3333943307
2020-08-26,weekly,multi_equal_3,1275042.2007616844,1318927.5341560151,-0.011397359790517703,-0.011022309746967607,0.0,43885.3333943307
2020-08-27,weekly,multi_equal_3,1279292.2844125438,1323177.6178068744,0.0033332886145418517,0.003222378440661533,0.0,43885.3333943307
2020-08-28,weekly,multi_equal_3,1275530.4697076783,1319415.803102009,-0.0029405435729590312,-0.002843015672454152,0.0,43885.3333943307
2020-08-31,weekly,multi_equal_3,1291983.484649639,1337553.9947425243,0.01289895877260494,0.013747138390999725,1685.1766985546,45570.5100928853
2020-09-01,weekly,multi_equal_3,1291589.2928302765,1337159.8029231618,-0.0003051059274720158,-0.0002947109581460383,0.0,45570.5100928853
2020-09-02,weekly,multi_equal_3,1286810.1393408105,1332380.6494336957,-0.003700211449564894,-0.0035741079555475785,0.0,45570.5100928853
2020-09-03,weekly,multi_equal_3,1272840.0267540356,1318410.5368469208,-0.010856389889755791,-0.010485076162516038,0.0,45570.5100928853
2020-09-04,weekly,multi_equal_3,1276126.3163337358,1321696.826426621,0.0025818559368224747,0.00249261477199636,0.0,45570.5100928853
2020-09-07,weekly,multi_equal_3,1254417.5170205731,1301734.5781007225,-0.017011481571457043,-0.01510350023300655,1746.5509872641153,47317.06108014941
2020-09-08,weekly,multi_equal_3,1269397.3351901136,1316714.396270263,0.01194165257283708,0.0115075825913733,0.0,47317.06108014941
2020-09-09,weekly,multi_equal_3,1253036.9678173205,1300354.0288974699,-0.012888295035173414,-0.012425145057375908,0.0,47317.06108014941
2020-09-10,weekly,multi_equal_3,1217369.333209263,1264686.3942894123,-0.02846494997684501,-0.02742917222189023,0.0,47317.06108014941
2020-09-11,weekly,multi_equal_3,1234682.631962493,1281999.6930426424,0.014221894934373314,0.013689796009039856,0.0,47317.06108014941
2020-09-14,weekly,multi_equal_3,1239828.9607742366,1288836.1791757073,0.0041681389844803185,0.005332673767525886,1690.1573213212034,49007.218401470614
2020-09-15,weekly,multi_equal_3,1236775.9270538643,1285783.145455335,-0.0024624636276165957,-0.002368829933316108,0.0,49007.218401470614
2020-09-16,weekly,multi_equal_3,1234244.991205732,1283252.2096072028,-0.0020463980522010816,-0.00196840023691236,0.0,49007.218401470614
2020-09-17,weekly,multi_equal_3,1247145.6600550076,1296152.8784564782,0.010452275635060682,0.010053104723056983,0.0,49007.218401470614
2020-09-18,weekly,multi_equal_3,1258299.586806076,1307306.8052075468,0.008943563777928487,0.00860540985284941,0.0,49007.218401470614
2020-09-21,weekly,multi_equal_3,1265681.9814353043,1316513.9051326758,0.005866961021553596,0.007042799661451493,1824.7052959009309,50831.923697371545
2020-09-22,weekly,multi_equal_3,1246442.4697411465,1297274.393438518,-0.015200905105988594,-0.014613982897673128,0.0,50831.923697371545
2020-09-23,weekly,multi_equal_3,1247816.7097233175,1298648.633420689,0.0011025298122715466,0.0010593286887661257,0.0,50831.923697371545
2020-09-24,weekly,multi_equal_3,1230902.029291027,1281733.9529883985,-0.013555420680366637,-0.013024832119321372,0.0,50831.923697371545
2020-09-25,weekly,multi_equal_3,1230333.6552988724,1281165.578996244,-0.00046175404591863867,-0.0004434414730368763,0.0,50831.923697371545
2020-09-28,weekly,multi_equal_3,1208266.8114909604,1260970.9525315957,-0.017935658114262898,-0.01576269827704091,1872.2173432636569,52704.1410406352
2020-09-29,weekly,multi_equal_3,1217894.8368103418,1270598.977850977,0.007968459638066694,0.007635406113084331,0.0,52704.1410406352
2020-09-30,weekly,multi_equal_3,1209996.524346708,1262700.6653873434,-0.006485217134444388,-0.006216211882204115,0.0,52704.1410406352
2020-10-09,weekly,multi_equal_3,1249963.851443813,1304337.9740946158,0.03303094372001092,0.03297480539023856,1669.9816101676624,54374.12265080286
2020-10-12,weekly,multi_equal_3,1275616.6476824027,1331005.5319196742,0.020522830487424537,0.020445282093062733,1014.7615864685847,55388.88423727145
2020-10-13,weekly,multi_equal_3,1268309.7001503105,1323698.584387582,-0.005728168839257308,-0.005489795013513987,0.0,55388.88423727145
2020-10-14,weekly,multi_equal_3,1257690.4440241964,1313079.3282614679,-0.008372762681587709,-0.008022412542676549,0.0,55388.88423727145
2020-10-15,weekly,multi_equal_3,1248689.8028160566,1304078.6870533281,-0.00715648373644362,-0.0068546058219168815,0.0,55388.88423727145
2020-10-16,weekly,multi_equal_3,1255532.4084510105,1310921.292688282,0.005479828232377804,0.005247080335631704,0.0,55388.88423727145
2020-10-19,weekly,multi_equal_3,1252636.193502875,1309768.645920799,-0.002306762397084272,-0.0008792646621210709,1743.5681806525367,57132.45241792399
2020-10-20,weekly,multi_equal_3,1259992.107340994,1317124.5597589181,0.005872346557022956,0.0056161932575105045,0.0,57132.45241792399
2020-10-21,weekly,multi_equal_3,1248630.6408102908,1305763.093228215,-0.009017093412338695,-0.008625962097907336,0.0,57132.45241792399
2020-10-22,weekly,multi_equal_3,1240225.622875337,1297358.075293261,-0.006731388498923407,-0.006436862841768809,0.0,57132.45241792399
2020-10-23,weekly,multi_equal_3,1227923.932460176,1285056.3848781001,-0.009918913291470877,-0.009482108794351296,0.0,57132.45241792399
2020-10-26,weekly,multi_equal_3,1221856.3441437355,1280382.5241259274,-0.0049413389185143375,-0.0036370861288053113,1393.727564267977,58526.17998219196
2020-10-27,weekly,multi_equal_3,1220620.52716443,1279146.7071466218,-0.001011425758215112,-0.0009651935699054315,0.0,58526.17998219196
2020-10-28,weekly,multi_equal_3,1216778.0435272201,1275304.223509412,-0.003147975600685693,-0.003003942875153931,0.0,58526.17998219196
2020-10-29,weekly,multi_equal_3,1216288.1831350091,1274814.363117201,-0.0004025881259255293,-0.0003841125773605958,0.0,58526.17998219196
2020-10-30,weekly,multi_equal_3,1188936.1276782732,1247462.3076604651,-0.022488137133944153,-0.021455716414940706,0.0,58526.17998219196
2020-11-02,weekly,multi_equal_3,1186138.3556441239,1246294.1938695016,-0.0023531726970168476,-0.0009363920527220015,1629.6582431858237,60155.83822537779
2020-11-03,weekly,multi_equal_3,1212704.121039043,1272859.9592644207,0.022396852161898684,0.021315806111908087,0.0,60155.83822537779
2020-11-04,weekly,multi_equal_3,1209450.6362312087,1269606.4744565864,-0.0026828347915950346,-0.0025560430149083047,0.0,60155.83822537779
